drift_beta,,102_PaulAnka_60_m.jpg,10638_LuiseRainer_26_f.jpg,10645_LuiseRainer_27_f.jpg,10666_LuiseRainer_28_f.jpg,10671_LuiseRainer_74_f.jpg,10674_LuiseRainer_27_f.jpg,10686_LuiseRainer_46_f.jpg,10752_OrnellaMuti_15_f.jpg,10757_OrnellaMuti_21_f.jpg,10762_OrnellaMuti_26_f.jpg,10785_OrnellaMuti_51_f.jpg,10789_OrnellaMuti_55_f.jpg,10791_OrnellaMuti_57_f.jpg,11665_MireilleDarc_34_f.jpg,11669_MireilleDarc_38_f.jpg,11678_MireilleDarc_51_f.jpg,11679_MireilleDarc_54_f.jpg,11683_MireilleDarc_58_f.jpg,11847_BarbaraBouchet_25_f.jpg,11870_BarbaraBouchet_61_f.jpg,11876_BarbaraBouchet_68_f.jpg,11959_AngelaLansbury_35_f.jpg,11964_AngelaLansbury_46_f.jpg,11984_AngelaLansbury_80_f.jpg,11989_AngelaLansbury_87_f.jpg,12024_DebbieReynolds_24_f.jpg,12045_DebbieReynolds_69_f.jpg,12055_DebbieReynolds_78_f.jpg,12121_EvaMarieSaint_82_f.jpg,121_MickJagger_18_m.jpg,12329_MyrnaLoy_51_f.jpg,12330_MyrnaLoy_75_f.jpg,12337_MyrnaLoy_20_f.jpg,12364_MyrnaLoy_67_f.jpg,12376_MyrnaLoy_33_f.jpg,12607_FrancesDee_43_f.jpg,12612_FrancesDee_83_f.jpg,12613_FrancesDee_89_f.jpg,13032_GeraldineChaplin_38_f.jpg,13041_GeraldineChaplin_52_f.jpg,13042_GeraldineChaplin_53_f.jpg,13052_GeraldineChaplin_66_f.jpg,13436_DanielleDarrieux_64_f.jpg,13437_DanielleDarrieux_65_f.jpg,13522_HelenHayes_31_f.jpg,14520_AudreyHepburn_62_f.jpg,14530_AudreyHepburn_24_f.jpg,14534_AudreyHepburn_25_f.jpg,14537_AudreyHepburn_32_f.jpg,14551_AudreyHepburn_36_f.jpg,15001_AnnMiller_15_f.jpg,15003_AnnMiller_17_f.jpg,15007_AnnMiller_21_f.jpg,15022_AnnMiller_42_f.jpg,15032_AnnMiller_60_f.jpg,15276_DyanCannon_67_f.jpg,15279_DyanCannon_70_f.jpg,15289_DyanCannon_32_f.jpg,15369_JanePowell_14_f.jpg,15414_JanePowell_77_f.jpg,15418_JanePowell_81_f.jpg,15468_JeanetteMacDonald_32_f.jpg,15484_JeanetteMacDonald_44_f.jpg,15576_KateOMara_20_f.jpg,15577_KateOMara_21_f.jpg,15585_KateOMara_29_f.jpg,15592_KateOMara_36_f.jpg,15599_KateOMara_43_f.jpg,15606_KateOMara_50_f.jpg,15608_KateOMara_52_f.jpg,1663_BobDylan_33_m.jpg,1686_BobDylan_72_m.jpg,1831_TomJones_23_m.jpg,1837_TomJones_28_m.jpg,1852_TomJones_59_m.jpg,1857_TomJones_64_m.jpg,1859_TomJones_66_m.jpg,1908_EdwardFox_34_m.jpg,1924_EdwardFox_53_m.jpg,1930_EdwardFox_63_m.jpg,1939_EdwardFox_76_m.jpg,1981_JamesCaan_27_m.jpg,1988_JamesCaan_32_m.jpg,2008_JamesCaan_59_m.jpg,2073_JonVoight_60_m.jpg,2076_JonVoight_62_m.jpg,2077_JonVoight_64_m.jpg,2088_JonVoight_74_m.jpg,2097_MelBrooks_40_m.jpg,2105_MelBrooks_52_m.jpg,2121_MelBrooks_77_m.jpg,2124_MelBrooks_80_m.jpg,2709_KevinBacon_27_m.jpg,2720_KevinBacon_37_m.jpg,2732_KevinBacon_48_m.jpg,2737_KevinBacon_52_m.jpg,2785_MickJagger_47_m.jpg,2792_MickJagger_63_m.jpg,2793_MickJagger_64_m.jpg,2794_MickJagger_66_m.jpg,3556_MichaelYork_13_m.jpg,3579_MichaelYork_50_m.jpg,3581_MichaelYork_52_m.jpg,3589_MichaelYork_61_m.jpg,3591_MichaelYork_63_m.jpg,3593_MichaelYork_65_m.jpg,3596_MichaelYork_70_m.jpg,4131_GenaRowlands_35_m.jpg,4138_GenaRowlands_48_m.jpg,4159_GenaRowlands_77_m.jpg,4885_RomanPolanski_33_m.jpg,4918_RomanPolanski_73_m.jpg,4921_RomanPolanski_76_m.jpg,4993_WarrenBeatty_23_m.jpg,5009_WarrenBeatty_57_m.jpg,5023_WarrenBeatty_75_m.jpg,5028_WarrenBeatty_42_m.jpg,5067_AnthonyHopkins_32_m.jpg,5079_AnthonyHopkins_54_m.jpg,5096_AnthonyHopkins_72_m.jpg,5109_AnthonyHopkins_76_m.jpg,5621_PeterFalk_74_m.jpg,5630_PeterFalk_83_m.jpg,5849_HerbertLom_40_m.jpg,5864_HerbertLom_61_m.jpg,5876_HerbertLom_81_m.jpg,5881_HerbertLom_93_m.jpg,6230_DirkBogarde_29_m.jpg,6231_DirkBogarde_31_m.jpg,6245_DirkBogarde_42_m.jpg,6246_DirkBogarde_43_m.jpg,6255_DirkBogarde_56_m.jpg,6262_DirkBogarde_67_m.jpg,6472_JohnnyCash_10_m.jpg,6485_JohnnyCash_40_m.jpg,6493_JohnnyCash_69_m.jpg,6494_JohnnyCash_29_m.jpg,6497_JohnnyCash_35_m.jpg,6676_PeterGraves_34_m.jpg,6681_PeterGraves_41_m.jpg,6682_PeterGraves_43_m.jpg,6698_PeterGraves_82_m.jpg,6700_PeterGraves_46_m.jpg,6703_PeterGraves_54_m.jpg,6806_RoyScheider_56_m.jpg,6992_ChristopherWalken_29_m.jpg,7012_ChristopherWalken_50_m.jpg,7016_ChristopherWalken_56_m.jpg,7098_GladysCooper_15_m.jpg,7121_GladysCooper_74_m.jpg,7401_MickeyRooney_8_m.jpg,7402_MickeyRooney_10_m.jpg,7410_MickeyRooney_23_m.jpg,7416_MickeyRooney_33_m.jpg,7436_MickeyRooney_77_m.jpg,7437_MickeyRooney_78_m.jpg,8305_RichardCrenna_18_m.jpg,8308_RichardCrenna_28_m.jpg,8338_RichardCrenna_64_m.jpg,85_PaulAnka_65_m.jpg,8825_ArnoldSchwarzenegger_32_m.jpg,8833_ArnoldSchwarzenegger_41_m.jpg,8843_ArnoldSchwarzenegger_54_m.jpg,8852_ArnoldSchwarzenegger_61_m.jpg,88_PaulAnka_67_m.jpg,8948_FredMacMurray_28_m.jpg,8950_FredMacMurray_31_m.jpg,8964_FredMacMurray_51_m.jpg,8978_FredMacMurray_74_m.jpg,9043_JeanClaudeVanDamme_28_m.jpg,9062_JeanClaudeVanDamme_44_m.jpg,9066_JeanClaudeVanDamme_51_m.jpg,9068_JeanClaudeVanDamme_52_m.jpg,9072_JeanClaudeVanDamme_43_m.jpg,9079_JeanClaudeVanDamme_53_m.jpg,90_PaulAnka_70_m.jpg,9701_DorisDay_48_f.jpg,9707_DorisDay_38_f.jpg,9715_DorisDay_29_f.jpg,9722_DorisDay_36_f.jpg,9729_DorisDay_46_f.jpg,9737_DorisDay_65_f.jpg,9740_DorisDay_68_f.jpg,9753_TomJones_24_f.jpg,9764_TomJones_38_f.jpg,9782_TomJones_68_f.jpg,9783_TomJones_69_f.jpg,99_PaulAnka_46_m.jpg
-1,0,0.032011704,0.040957341,0.034662774,0.033977374,0.034540331,0.035846032,0.043482483,0.017476182,0.033820688,0.03377228,0.020414699,0.035416297,0.025971452,0.033350252,0.02210799,0.024036096,0.028164554,0.033215299,0.026371271,0.019054863,0.02965266,0.02739684,0.031133291,0.047373107,0.025219921,0.026228175,0.017544959,0.03415342,0.026487463,0.037869702,0.027501733,0.028757267,0.04329209,0.023988325,0.033720604,0.028997633,0.033628227,0.018904238,0.025602399,0.033270207,0.032382664,0.023791901,0.026808655,0.019818151,0.034108328,0.035524915,0.026885749,0.031784859,0.028375207,0.024984941,0.028222351,0.039875482,0.028591407,0.031447446,0.022152917,0.02054658,0.03351529,0.027267472,0.023496738,0.017957613,0.030617189,0.045298795,0.026069147,0.028747867,0.026720628,0.036573372,0.031877259,0.02608124,0.02398913,0.027634947,0.027199924,0.023023488,0.033699126,0.043625542,0.031221372,0.034040108,0.023953355,0.030502285,0.025578051,0.036039293,0.040935747,0.028257622,0.030997515,0.030259198,0.019282661,0.024891733,0.023307159,0.029126561,0.044740713,0.032156542,0.022494902,0.024439045,0.036648566,0.030671121,0.030109479,0.039695275,0.032367824,0.033216966,0.02188791,0.030445264,0.039114744,0.021601541,0.033271285,0.023437059,0.027401969,0.037515205,0.030701607,0.030596358,0.021097371,0.020430027,0.034412595,0.035854496,0.020172676,0.035899013,0.02693302,0.024919395,0.02488394,0.026711881,0.032102248,0.019979102,0.021618369,0.026687953,0.028432695,0.028088763,0.028981928,0.028730866,0.024165221,0.027136582,0.024576592,0.027877743,0.032910723,0.031603105,0.035234346,0.030278684,0.027275855,0.021008619,0.038783394,0.03072057,0.031317383,0.016786836,0.028916703,0.01648064,0.021005393,0.023071815,0.039242579,0.02688792,0.031506496,0.022873922,0.028541345,0.028788236,0.036863121,0.023531449,0.034515354,0.02842539,0.032370589,0.03208699,0.034244012,0.03889269,0.030904595,0.025192397,0.029108592,0.021936499,0.02297978,0.031231857,0.036670067,0.02369255,0.021930231,0.017651854,0.020209879,0.033519459,0.028334274,0.032583473,0.036533831,0.032726526,0.025579037,0.020028138,0.030296184,0.040134638,0.022778743,0.036463814,0.022178204,0.023665123,0.020456376,0.030193518,0.031107282,0.023284607,0.027660096,0.024306518
-0.9,1,0.01241242,0.020130372,0.015781295,0.017658067,0.018940194,0.013297733,0.016599911,0.008589387,0.014953275,0.02079459,0.016907946,0.014464026,0.013906057,0.006800361,0.01194044,0.007057934,0.007188589,0.011798275,0.009004466,0.013207698,0.012327673,0.00934961,0.021053043,0.014531284,0.0079214,0.01304908,0.02059451,0.012662566,0.013427533,0.018487917,0.010054307,0.016916876,0.013796901,0.008331955,0.021429523,0.01173307,0.011768629,0.00374816,0.017183384,0.017058517,0.01521325,0.010629549,0.008514921,0.006547175,0.020190093,0.017280946,0.01012251,0.020671288,0.015526913,0.007966793,0.018737777,0.014208986,0.015533891,0.01995812,0.019816989,0.004907139,0.008649911,0.010039071,0.017990624,0.014592516,0.013159199,0.018326492,0.015791432,0.012226612,0.017578998,0.021125518,0.02327606,0.022204274,0.017100834,0.01134451,0.014406278,0.011927449,0.018433324,0.022576967,0.00937694,0.008713861,0.015405338,0.01515329,0.012252802,0.014137664,0.011589442,0.010389006,0.022329134,0.013586183,0.017000614,0.012927949,0.01734598,0.010514572,0.022454208,0.012391255,0.010971845,0.013395358,0.019370887,0.018531473,0.010707953,0.015748295,0.010450342,0.012340336,0.01509859,0.013595226,0.019292471,0.015038042,0.007866325,0.011043392,0.013460361,0.008004528,0.014957683,0.015346276,0.005205113,0.007755906,0.017262385,0.012916278,0.009115122,0.015686936,0.0197536,0.020899554,0.013943279,0.020280393,0.010800058,0.01849699,0.015633911,0.00847602,0.010883499,0.012217848,0.009079184,0.014017081,0.015509311,0.013345119,0.015454755,0.013469666,0.01705579,0.006492151,0.006187982,0.014235406,0.017942805,0.013261542,0.016322793,0.020974197,0.009141491,0.007504011,0.009241771,0.014412089,0.006385322,0.022382139,0.010790134,0.013213736,0.013003208,0.009042596,0.015056892,0.005867738,0.022429005,0.020865817,0.016080513,0.014205698,0.008718466,0.016513742,0.009467653,0.017005612,0.010040185,0.013028958,0.012735548,0.016364933,0.0099142,0.017855387,0.016566878,0.013199442,0.020859016,0.019632699,0.00602382,0.010155468,0.005950015,0.00597693,0.01635124,0.003981701,0.01901228,0.014275476,0.01347737,0.01207352,0.01172085,0.009125232,0.009485664,0.00862984,0.008824845,0.022125282,0.015354682,0.010975929,0.008788561,0.018314994
-0.8,2,0.007041654,0.01259497,0.008169894,0.009502196,0.010462958,0.007318566,0.012101978,0.004126593,0.007386808,0.009797457,0.00735552,0.009138985,0.011206419,0.002424823,0.008048984,0.003334898,0.002715419,0.004790237,0.004178516,0.007523105,0.004871123,0.008127521,0.010776499,0.010777002,0.003271498,0.008199912,0.013785968,0.005531694,0.005386196,0.008895458,0.005122455,0.012762929,0.006100285,0.003968761,0.014563616,0.005501411,0.006148994,0.0018381,0.00890217,0.00546262,0.010066115,0.004349466,0.002506176,0.003586401,0.013327525,0.013039895,0.005774303,0.013824638,0.007756593,0.004557925,0.016947702,0.008020741,0.007915915,0.012771873,0.011778093,0.001910347,0.003818748,0.003220548,0.010724595,0.009264322,0.00895081,0.011130284,0.006252371,0.008524776,0.007780803,0.011328588,0.020391962,0.01059004,0.009010954,0.00435616,0.011171946,0.004101353,0.011700557,0.020131369,0.00456164,0.004743516,0.01029852,0.004668718,0.005495758,0.008550813,0.006819002,0.0046317,0.014577304,0.007805094,0.008128725,0.005238602,0.005496066,0.004400321,0.016895592,0.005579436,0.005339111,0.006813478,0.011017052,0.010305152,0.003503128,0.00603105,0.00602052,0.0093525,0.008788511,0.004368477,0.01005559,0.010152555,0.003139997,0.005234206,0.005613118,0.002889725,0.008343231,0.007411947,0.003209964,0.00325253,0.008832457,0.007973191,0.004152336,0.010097678,0.009843594,0.013219308,0.010331066,0.011373622,0.006623309,0.011645125,0.01121782,0.002912615,0.004665362,0.005068104,0.004753213,0.006451522,0.011806076,0.005199993,0.010230026,0.009443185,0.008934582,0.003337333,0.003595104,0.008917638,0.010986117,0.006744071,0.010889455,0.017176201,0.004079245,0.003072656,0.005563516,0.010448579,0.003341758,0.010516413,0.005234717,0.005607911,0.009112257,0.005559666,0.005449452,0.002487879,0.01566395,0.018049813,0.01009717,0.006225198,0.004194793,0.0081819,0.005443991,0.008999015,0.004521245,0.006142194,0.007354843,0.00826246,0.00547438,0.008931266,0.010246826,0.009322007,0.009973423,0.011161089,0.001788589,0.004928557,0.002234669,0.00176696,0.011352606,0.002179656,0.010293083,0.009612339,0.00637874,0.006813755,0.006195787,0.004435407,0.004828528,0.004663564,0.002711455,0.015101397,0.012655374,0.00465428,0.004295104,0.008305067
-0.7,3,0.003612707,0.010256666,0.004701422,0.007778306,0.007848027,0.003744209,0.008273803,0.002573833,0.005832734,0.008029381,0.004944816,0.00485901,0.007278214,0.0013507,0.003647952,0.002053405,0.001151274,0.003057821,0.002387109,0.004321676,0.002053384,0.003617462,0.003531783,0.004319137,0.002055476,0.003796461,0.008324324,0.004310449,0.003220254,0.006446215,0.002319079,0.006696632,0.004433367,0.001994022,0.008139056,0.004226736,0.003334645,0.001161575,0.005599225,0.003307451,0.007096792,0.003090151,0.001382708,0.001709793,0.009121575,0.008666833,0.003611596,0.010360652,0.005504334,0.001727424,0.01101646,0.004048082,0.004394226,0.009583885,0.006453399,0.001485086,0.002019127,0.001924163,0.00491006,0.006094397,0.003189793,0.008525633,0.00498262,0.00447462,0.003543746,0.009812518,0.015462243,0.005737359,0.004111441,0.00270517,0.007722761,0.002777358,0.009194526,0.014499378,0.002543071,0.002960635,0.00821077,0.002749254,0.00329612,0.005783179,0.003807708,0.00318502,0.010879456,0.00348535,0.004278456,0.003428335,0.003286849,0.002992651,0.013990083,0.002692314,0.00470202,0.003373829,0.007790682,0.008262356,0.001991948,0.003726231,0.003499647,0.002455417,0.005100809,0.003317875,0.00506201,0.007399838,0.00223581,0.002859188,0.003420946,0.002583026,0.006106579,0.004873076,0.001644538,0.001971356,0.005782375,0.003419763,0.002769322,0.003947968,0.006009223,0.006157586,0.005609118,0.007575076,0.002483146,0.008948025,0.005952416,0.00185069,0.002172491,0.003347262,0.003314999,0.004813683,0.009133264,0.002629074,0.006149354,0.005365736,0.005785463,0.001637577,0.001562834,0.006644898,0.006247419,0.003591574,0.007468951,0.009767035,0.00271173,0.001659252,0.001785896,0.004036281,0.00145362,0.007116651,0.002862643,0.002640608,0.004276588,0.002853253,0.002975456,0.001346411,0.013594669,0.014653154,0.006832935,0.003492905,0.00180368,0.006370647,0.002995873,0.00797823,0.002486112,0.003587004,0.004274493,0.004815482,0.003317693,0.005197358,0.008340684,0.005922114,0.006184585,0.006952428,0.000959929,0.002442177,0.001046284,0.000796825,0.008873706,0.001393312,0.006073506,0.003534338,0.004198569,0.004349235,0.003377948,0.002390214,0.002694965,0.002311718,0.00129659,0.01258516,0.007396946,0.002279338,0.002031476,0.004134952
-0.6,4,0.002577796,0.006767861,0.003547283,0.00442076,0.005137045,0.002328201,0.004516763,0.001923692,0.00256338,0.004710322,0.002821812,0.003237929,0.003518044,0.001194132,0.00178212,0.001943276,0.001171148,0.001399541,0.001711737,0.003049559,0.001354356,0.002572861,0.002893138,0.003014813,0.001292354,0.003327728,0.004797171,0.002634839,0.001753462,0.004378738,0.001256312,0.004122318,0.00257956,0.001217704,0.006306833,0.003051412,0.002978899,0.00098718,0.002846346,0.0023478,0.004229696,0.001238724,0.001220326,0.001103081,0.007634064,0.006960317,0.002091739,0.00710004,0.003054216,0.001656386,0.006918352,0.002672216,0.003832469,0.005567224,0.00541936,0.000882927,0.001694387,0.001609254,0.00296438,0.003423938,0.00264958,0.004909879,0.002656871,0.003242919,0.002929603,0.005283042,0.011383058,0.004597819,0.002366598,0.001618274,0.004847132,0.00157571,0.006460494,0.011486784,0.001574368,0.001371928,0.006765519,0.002185071,0.001692003,0.004276398,0.003002026,0.002351276,0.00733831,0.002288055,0.00288286,0.001033781,0.001748707,0.001278013,0.011396301,0.001795185,0.002411311,0.002264617,0.005903907,0.005761032,0.001383054,0.002543801,0.002108646,0.002401146,0.003011889,0.001837962,0.00461322,0.006369103,0.001544195,0.001885682,0.001885399,0.001582694,0.004293106,0.002899799,0.001155501,0.001238864,0.004061915,0.002831316,0.00142863,0.001913298,0.00326539,0.0031856,0.003182428,0.004219484,0.001879387,0.005150103,0.004491862,0.001094502,0.002030094,0.001863795,0.002259629,0.003036721,0.007001005,0.001559432,0.005055473,0.002575345,0.00332883,0.001235069,0.001361517,0.004247884,0.00447143,0.002315533,0.005107728,0.00598989,0.001513057,0.001084431,0.001312242,0.002257754,0.001266393,0.004539754,0.001942474,0.001265784,0.003347082,0.001841922,0.002163761,0.00072994,0.009790426,0.010673072,0.003841757,0.002551196,0.0009322,0.004227589,0.001319806,0.004127455,0.000950254,0.002484569,0.002750314,0.002482554,0.002071181,0.003092486,0.005521712,0.002671634,0.003474979,0.004542935,0.001274374,0.001577619,0.000897645,0.000629821,0.004001873,0.00089353,0.004743348,0.002005496,0.002401152,0.002544245,0.002179993,0.002036942,0.00149901,0.001507215,0.00090559,0.010179573,0.005144509,0.001684988,0.001765103,0.00315357
-0.5,5,0.001687429,0.004061772,0.00274203,0.003685535,0.003684325,0.002460909,0.003038772,0.001261144,0.001738234,0.003755928,0.00199731,0.001886617,0.002699099,0.000673262,0.001537551,0.000853709,0.000702188,0.000813395,0.000992854,0.001666401,0.00117524,0.001803742,0.00204081,0.001975116,0.000925622,0.001588063,0.002773096,0.001333836,0.000899017,0.002336397,0.00128769,0.002806983,0.001645172,0.001091057,0.00393314,0.001446709,0.001385991,0.000662059,0.001972144,0.001475635,0.003498098,0.001012525,0.000749822,0.000951123,0.00459996,0.004106329,0.001154043,0.004546223,0.00222209,0.000990072,0.005174679,0.002095326,0.002935825,0.003944953,0.003409033,0.000687608,0.00140717,0.00071409,0.001236286,0.002840006,0.001690865,0.003622849,0.002077494,0.00179857,0.001813401,0.003985075,0.009922137,0.002827795,0.001255222,0.001083007,0.003226551,0.001020644,0.005122179,0.010059159,0.000994291,0.001347989,0.004335897,0.001268704,0.001150186,0.002465237,0.001399936,0.001676558,0.005745624,0.001509959,0.002140831,0.000926619,0.001211202,0.000952103,0.007664345,0.00073043,0.001670327,0.001012715,0.003597121,0.0031704,0.001091003,0.001564576,0.001495068,0.001938042,0.002033145,0.001405435,0.002744986,0.003740611,0.001018159,0.001494671,0.001577386,0.000893928,0.002482737,0.00198562,0.000727771,0.000877196,0.002469097,0.001478513,0.001153796,0.001267444,0.002412602,0.001394023,0.001888829,0.002656333,0.0010062,0.003913029,0.003626752,0.000858043,0.0012353,0.001355913,0.001521589,0.001699305,0.003880786,0.001033067,0.003777074,0.002204911,0.002727794,0.000715815,0.00096245,0.003256488,0.002686975,0.001753201,0.003505654,0.004939073,0.001086538,0.000718952,0.000949059,0.000946998,0.000668169,0.003061084,0.00126406,0.000723565,0.002314384,0.001304739,0.001360909,0.00078779,0.007228722,0.009120989,0.002498604,0.001425825,0.000741575,0.002309701,0.00101088,0.003376846,0.00094597,0.002074233,0.001614678,0.001388204,0.001491367,0.002186679,0.005471478,0.00261837,0.002655622,0.003868858,0.000712774,0.001653844,0.000650424,0.000478934,0.003169456,0.000619147,0.003438163,0.00156903,0.002057579,0.001452953,0.001475215,0.001012326,0.000891535,0.001334371,0.000885247,0.007151297,0.003133802,0.001241917,0.001195449,0.002417326
-0.4,6,0.001561957,0.003257515,0.001754614,0.002289959,0.002253222,0.00134164,0.002197614,0.000689805,0.001147696,0.002278439,0.001557438,0.001616038,0.001557287,0.000906036,0.000804596,0.000829538,0.000624838,0.000677263,0.000862507,0.001136034,0.000944367,0.001135264,0.001461017,0.001116356,0.000939261,0.001283814,0.002589232,0.001225511,0.00069816,0.00203111,0.000490032,0.002690873,0.001066254,0.000723396,0.002646959,0.001181663,0.001075559,0.000532563,0.001591917,0.00100665,0.001860326,0.000996758,0.000718097,0.000751277,0.003327557,0.003550444,0.000932324,0.003677238,0.001520854,0.000965446,0.004075661,0.001273963,0.001373845,0.002545739,0.001250753,0.000890866,0.000637919,0.000708079,0.001369338,0.002278203,0.000964562,0.003478595,0.001290752,0.001403291,0.001348474,0.003006971,0.006464756,0.00224901,0.001079346,0.00097169,0.002575108,0.000795783,0.002345932,0.007505121,0.001158411,0.001021669,0.00301913,0.000767509,0.000970876,0.001433576,0.001337064,0.001313765,0.004053359,0.001195545,0.001173615,0.000990491,0.000546221,0.000752719,0.005626954,0.00089703,0.001198134,0.000808076,0.002180541,0.002366695,0.001058667,0.001141143,0.001065126,0.001149992,0.001628564,0.00089009,0.002046055,0.003115662,0.000502372,0.000852892,0.001128812,0.000762216,0.001710311,0.001397993,0.000613046,0.000763523,0.001494514,0.001590418,0.000877541,0.001300811,0.001521314,0.000851556,0.00164277,0.001848081,0.000826812,0.002516918,0.00191202,0.000605488,0.000532172,0.001041307,0.00064955,0.001555266,0.002406559,0.000778542,0.001808097,0.00123593,0.001960525,0.00057331,0.000610153,0.00170788,0.0018199,0.001205523,0.001874214,0.002476428,0.000761637,0.000808707,0.000538032,0.000943834,0.000486358,0.002032387,0.000887514,0.000933341,0.001408272,0.001137821,0.000929567,0.000723809,0.005275089,0.006024424,0.001766175,0.001251733,0.000529097,0.001784854,0.0008116,0.00215375,0.000598,0.001037857,0.001446919,0.001004116,0.001250488,0.00166578,0.002736661,0.001410841,0.002584345,0.002409317,0.000589636,0.000889147,0.000649764,0.000399871,0.002428883,0.000608608,0.002120807,0.001215774,0.001217532,0.001108748,0.001347845,0.001020273,0.000718936,0.00077368,0.000438745,0.006143322,0.002800181,0.000953762,0.000857095,0.001325432
-0.3,7,0.001096598,0.00216662,0.001136389,0.001504122,0.002008508,0.001790159,0.001376212,0.000748463,0.001101357,0.00138715,0.001109276,0.00121519,0.001520633,0.000729853,0.000643592,0.000511203,0.000596061,0.000583663,0.000450046,0.001082957,0.000552245,0.000839672,0.0009114,0.00099309,0.000669482,0.000739122,0.001671627,0.000711593,0.000853147,0.001469666,0.000608575,0.001627819,0.000862114,0.000719027,0.002395586,0.001060009,0.001262636,0.000427949,0.0013372,0.000994253,0.001606605,0.000601353,0.000530153,0.000497525,0.002267998,0.002735156,0.000888965,0.002308349,0.001198296,0.000524665,0.002392775,0.001286228,0.001076383,0.002243079,0.000988709,0.000613723,0.000724937,0.000757536,0.000731588,0.001702639,0.000682122,0.001807791,0.001268621,0.00091961,0.001085706,0.00223109,0.004285138,0.001325316,0.000841989,0.000750399,0.001668444,0.000898972,0.00259288,0.004949532,0.000754294,0.000699068,0.001867677,0.000639799,0.000837939,0.001071252,0.001023346,0.000940292,0.002789407,0.000872639,0.0009378,0.000541439,0.00057505,0.000645677,0.004205668,0.000749187,0.001256453,0.000775444,0.001972966,0.001705729,0.000851643,0.001088703,0.00083121,0.001123301,0.001016032,0.000721894,0.001163948,0.00176863,0.000624942,0.000811854,0.001035697,0.000817497,0.001372226,0.000966743,0.00054235,0.000503914,0.001358551,0.001259292,0.000561197,0.000836829,0.000848502,0.000816651,0.000939931,0.001266741,0.000864177,0.001899983,0.001252628,0.000660802,0.000664997,0.000749538,0.000645338,0.001071057,0.001659103,0.000769413,0.001474079,0.000974721,0.001730728,0.00061904,0.000506798,0.001247743,0.001291722,0.000775125,0.001297314,0.002317142,0.000905598,0.000551986,0.000769726,0.000790289,0.000546663,0.0014934,0.000979137,0.000860594,0.001116547,0.000940807,0.000725796,0.000444838,0.004552536,0.004823196,0.001298105,0.000940023,0.000528954,0.000989491,0.000826027,0.00202995,0.000800129,0.001229714,0.001026611,0.000942611,0.000942868,0.001155195,0.002264607,0.001168058,0.001138053,0.001341601,0.000417422,0.000844438,0.000639369,0.000565755,0.001510687,0.000427464,0.001271956,0.00106265,0.000963614,0.000801454,0.000914029,0.000941759,0.000668865,0.000591281,0.000689017,0.003646754,0.001934609,0.000849418,0.000456429,0.001146956
-0.2,8,0.000805905,0.001582792,0.000788604,0.001726207,0.001054706,0.000983774,0.001178135,0.000700432,0.000612927,0.001029091,0.000970072,0.000800927,0.001378398,0.000437109,0.00062796,0.000645712,0.000658841,0.000500978,0.000739,0.001143528,0.000550024,0.000772925,0.001303191,0.001004855,0.000392352,0.000560067,0.000724951,0.001008872,0.000569005,0.001140492,0.000598433,0.000995408,0.000942043,0.000496979,0.001865155,0.000705561,0.000879115,0.000306627,0.00081694,0.000653831,0.001186546,0.000446662,0.000382716,0.000385752,0.001509551,0.001733473,0.000612544,0.001735095,0.000792806,0.00050548,0.001825572,0.000776981,0.000653035,0.001653817,0.000977111,0.000714398,0.000858613,0.000355834,0.000653936,0.000969268,0.000675415,0.001130728,0.000712568,0.000799266,0.000958623,0.001398283,0.003617852,0.001078819,0.0006522,0.000577704,0.001118171,0.000498535,0.00141106,0.003075037,0.00076054,0.000369741,0.001117705,0.000767061,0.00051618,0.000883367,0.000918731,0.000700461,0.002161323,0.000654276,0.000506387,0.000614569,0.000473598,0.000447659,0.002424909,0.000691952,0.000863296,0.000408627,0.001451523,0.001486902,0.00047474,0.000584531,0.000801903,0.000651991,0.000830116,0.000625114,0.00113162,0.001267621,0.000608422,0.000695803,0.000733806,0.000627845,0.001272724,0.000873217,0.000572376,0.000406502,0.001069634,0.000850865,0.00070606,0.000463452,0.000605337,0.000632261,0.000740604,0.00087504,0.000507015,0.001805514,0.001307817,0.000563197,0.00082113,0.000730721,0.000863324,0.000822228,0.001434857,0.00072876,0.001047742,0.000812872,0.000917815,0.000308803,0.000439084,0.00139474,0.001231064,0.000651124,0.001044048,0.001487591,0.000557091,0.000492297,0.000481859,0.00054015,0.000633522,0.001227784,0.000610847,0.000585073,0.000915861,0.000582932,0.000528314,0.000498161,0.002621076,0.002486338,0.001166481,0.000675349,0.000622965,0.000882889,0.000544705,0.00121597,0.000579717,0.000987108,0.000935416,0.000504249,0.00071554,0.000948294,0.001353116,0.00078796,0.000835817,0.001353072,0.000306164,0.000589372,0.000433724,0.000381551,0.001366536,0.000512312,0.001034096,0.000952697,0.001149993,0.00075255,0.000587237,0.000547195,0.000433716,0.000751241,0.000487093,0.002090705,0.00114986,0.000578867,0.000629547,0.000729052
