fileno,observation,ucl_alpha_0.01,ucl_alpha_0.02,ucl_alpha_0.12000000000000001,ucl_alpha_0.22,ucl_alpha_0.32000000000000006,ucl_alpha_0.42000000000000004,ucl_alpha_0.52,ucl_alpha_0.6200000000000001,ucl_alpha_0.7200000000000001,ucl_alpha_0.8200000000000001,ucl_alpha_0.92,filename,test_younger,train_younger,difference
12607,116.57020870669112,315.70972367835077,315.70972367835077,315.70972367835077,315.70972367835077,315.70972367835077,315.70972367835077,315.70972367835077,315.70972367835077,315.70972367835077,315.70972367835077,315.70972367835077,12607_FrancesDee_43_f.jpg,1,1,1
12612,126.08125940074524,643.1681513349671,643.1681513349671,643.1681513349671,643.1681513349671,643.1681513349671,643.1681513349671,643.1681513349671,643.1681513349671,643.1681513349671,643.1681513349671,643.1681513349671,12612_FrancesDee_83_f.jpg,1,1,1
12612,126.08125940074524,643.1681513349671,643.1681513349671,643.1681513349671,643.1681513349671,643.1681513349671,643.1681513349671,643.1681513349671,643.1681513349671,643.1681513349671,643.1681513349671,643.1681513349671,12612_FrancesDee_83_f.jpg,1,1,1
12613,140.6950695109697,115.80384555825164,115.80384555825164,115.80384555825164,115.80384555825164,115.80384555825164,115.80384555825164,115.80384555825164,115.80384555825164,115.80384555825164,115.80384555825164,115.80384555825164,12613_FrancesDee_89_f.jpg,0,1,0
12613,140.6950695109697,115.80384555825164,115.80384555825164,115.80384555825164,115.80384555825164,115.80384555825164,115.80384555825164,115.80384555825164,115.80384555825164,115.80384555825164,115.80384555825164,115.80384555825164,12613_FrancesDee_89_f.jpg,0,1,0
13032,74.82739529447389,21.917931047883197,21.917931047883197,21.917931047883197,21.917931047883197,21.917931047883197,21.917931047883197,21.917931047883197,21.917931047883197,21.917931047883197,21.917931047883197,21.917931047883197,13032_GeraldineChaplin_38_f.jpg,0,0,0
13032,74.82739529447389,21.917931047883197,21.917931047883197,21.917931047883197,21.917931047883197,21.917931047883197,21.917931047883197,21.917931047883197,21.917931047883197,21.917931047883197,21.917931047883197,21.917931047883197,13032_GeraldineChaplin_38_f.jpg,0,0,0
13041,139.3235615899289,791.6931271629729,791.6931271629729,791.6931271629729,791.6931271629729,791.6931271629729,791.6931271629729,791.6931271629729,791.6931271629729,791.6931271629729,791.6931271629729,791.6931271629729,13041_GeraldineChaplin_52_f.jpg,1,1,1
13041,139.3235615899289,791.6931271629729,791.6931271629729,791.6931271629729,791.6931271629729,791.6931271629729,791.6931271629729,791.6931271629729,791.6931271629729,791.6931271629729,791.6931271629729,791.6931271629729,13041_GeraldineChaplin_52_f.jpg,1,1,1
13042,154.98461092720254,57.52889783909771,57.52889783909771,57.52889783909771,57.52889783909771,57.52889783909771,57.52889783909771,57.52889783909771,57.52889783909771,57.52889783909771,57.52889783909771,57.52889783909771,13042_GeraldineChaplin_53_f.jpg,0,1,0
13042,154.98461092720254,57.52889783909771,57.52889783909771,57.52889783909771,57.52889783909771,57.52889783909771,57.52889783909771,57.52889783909771,57.52889783909771,57.52889783909771,57.52889783909771,57.52889783909771,13042_GeraldineChaplin_53_f.jpg,0,1,0
